target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,predicted_rating,themes_match,main_line,best_move_matches
,,4r1k1/r3qppp/1bp5/p4Q2/PpB1nP2/1P5P/2P3P1/3RBR1K w - - 4 26,d1d7,True,False,False,,,,,
,,8/7p/p5p1/1ppk4/3n1B2/PPK2P1P/6P1/8 b - - 1 50,d4e2,True,True,False,"['endgame', 'advantage', 'fork', 'short']",879.136474609375,,d4e2 c3c2 e2f4,True
,,5r2/3B2p1/1R5p/3pP1k1/1p6/6K1/b1P4P/8 w - - 4 38,h2h4,True,False,False,,,,,
,,rn3r1k/pb2n2p/1p2pqpQ/3p4/3P4/3B1NNP/PP3PP1/R4RK1 b - - 1 18,f6f3,True,False,True,,,,,
,,1br2rk1/3n1pp1/Qp1qp2p/3b4/3P4/P1B1N2P/1P2BPP1/3RR1K1 b - - 0 19,d6h2,True,False,False,,,,,
,,3r1k2/p1p3p1/1p2Qq1p/2b1n3/5N2/1P2P3/PBP2PPP/3R2K1 b - - 2 25,d8d1,True,True,False,"['middlegame', 'mateIn1', 'mate', 'backRankMate', 'hangingPiece', 'oneMove']",904.169921875,,d8d1,True
,,8/6pk/2pNQ3/2Pp3p/3Pp3/4PqPK/8/8 b - - 0 41,f3h1,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",1359.06494140625,,f3h1,True
,,6k1/3r2p1/P3r2p/4P3/2p1QB2/2P3Pb/P4R1P/6K1 b - - 0 31,d7d1,True,False,False,,,,,
,,4r1k1/1pQn1pp1/2p4p/P1b5/P7/8/5BPP/N5K1 b - - 0 27,e8e1,True,True,False,"['endgame', 'mateIn1', 'mate', 'pin', 'oneMove']",1159.8260498046875,,e8e1,True
,,r1b1r1k1/1p1p1ppp/1pn5/8/5PP1/BP6/P2KB2P/R3R3 w - - 5 22,e2c4,True,False,False,,,,,
,,r5k1/2n2p2/7R/2p3pP/1pPpP1qn/rP1P4/1QK5/1R2NB2 w - - 0 52,h6h8,True,False,True,,,,,
,,6k1/4pp1p/2p3p1/p3q3/N4n2/1PP3Q1/P4PPP/2K5 b - - 4 23,e5e1,True,True,False,"['endgame', 'crushing', 'fork', 'short']",1031.911376953125,,f4e2 c1b2 e2g3,False
,,r6k/1p3Rb1/p5pp/2pBn3/P2pP3/3P3q/1PP4B/R2Q3K b - - 2 21,e5f7,True,False,False,,,,,
,,8/1p3p1p/6p1/p3Q3/2P2Pk1/1q4P1/2rn3P/4R1K1 w - - 1 43,e5g5,True,False,False,,,,,
,,r2q1rk1/1ppb1ppp/1p1p2n1/1B1n4/1P1QP3/P3P3/1BP2PPP/R4RK1 w - - 0 14,d4g7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",794.8919067382812,,d4g7,True
,,6k1/4bpp1/P3pn1p/8/8/1B2pP1P/1rP2P2/R5K1 w - - 0 29,a6a7,True,False,False,,,,,
,,7k/p4Qbp/bpN1P1p1/2p5/2P1pP2/4P3/PP1q1KPP/8 w - - 1 25,e6e2,True,False,False,,,,,
,,8/1p3N1k/7P/2nr4/p4RP1/8/4K3/8 w - - 0 48,f7g5,True,False,False,,,,,
,,6R1/8/2b5/4nkP1/7P/8/5P2/6K1 b - - 5 60,e5f3,True,False,True,,,,,
,,1nb1k2r/rp3p2/2pp2q1/p1b1p1B1/4P3/1PPP2Q1/P4PPP/RN3RK1 w k - 6 17,g5e3,True,False,True,,,,,
,,6qk/7p/pPb2r2/P4N1Q/1p2p2P/2b1P3/6P1/5RK1 w - - 3 34,f5h6,True,False,False,,,,,
,,8/3b2k1/1R1P3p/P3Kp2/5P2/5r2/8/8 w - - 6 42,b6b7,True,False,False,,,,,
,,r1b3k1/ppbpr1pp/2n5/3R1p2/2B5/5N2/PP3PPP/4R1K1 w - - 0 19,d5d1,True,False,False,,,,,
,,4k2r/p4pbp/2p1p1p1/q2pnPB1/P7/2N5/PrP1Q1PP/R4R1K w k - 0 17,f5e6,True,False,False,,,,,
,,7k/1pq3p1/2p4p/p3P3/P3R1P1/1Q5P/4KP2/7r w - - 1 29,e5e6,True,False,False,,,,,
,,r1bq2kr/ppp2p1p/6p1/4Q3/2Bnp2N/2N5/PPP2PPP/2K4R w - - 1 15,c4f7,True,False,False,,,,,
,,k7/p2P4/6p1/1p3p2/4pP2/4q3/PP4P1/1K5R w - - 0 42,d7d8q,True,False,False,,,,,
,,2r2r2/p2q1ppk/4n2p/3p1Q2/4p3/7P/PPB2PP1/3RR1K1 w - - 2 26,c2e4,False,False,,,,,,
,,8/2k5/1p2R1K1/pnp5/3p4/3P4/1PP5/8 b - - 5 47,a5a4,True,False,False,,,,,
,,2Q5/2p5/1p1p1b1p/1P1P2k1/2P1B3/4q2P/6K1/8 w - - 9 49,c8g4,True,False,False,,,,,
,,rnbq1knr/1p1p1ppp/p1p5/2b4Q/2B1P3/3P4/PPP2PPP/RNB1K2R w KQ - 2 8,h5f7,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",725.11572265625,,h5f7,True
,,8/3k2B1/7p/4Pp2/3p1n1P/2R5/5PP1/6K1 b - - 0 36,d4c3,True,False,False,,,,,
,,r3k2r/pp2bppp/1np1pn2/q7/2B5/P1N1B2P/1PPQ1PP1/2KR3R w kq - 1 14,e3b6,True,False,False,,,,,
,,r1k5/8/p3P2R/1prP4/8/P5Pp/7K/8 w - - 1 50,h6h8,True,True,False,"['endgame', 'advantage', 'rookEndgame', 'short']",1675.8822021484375,,h6h8 c8b7 h8a8,True
,,r2q1k1r/1p1n1Rp1/2p1p2p/p2pP3/3P3N/2P3P1/PP1Q1PP1/2KR4 b - - 0 16,f8f7,True,False,False,,,,,
,,r7/1b4k1/pq2pr1p/1p1nR1p1/7N/1B4Q1/PP4PP/4R2K w - - 0 31,b3d5,True,False,True,,,,,
,,r2q2k1/pp1b2pp/3Pp1p1/2rpP1Q1/5P2/2PB4/P5P1/R4RK1 w - - 0 22,g5d8,True,False,True,,,,,
,,N2k1r2/pp3ppp/2np4/4p3/4P1n1/2P1BKP1/PP5q/RN1Q1B2 b - - 2 16,g4e3,True,False,False,,,,,
,,Q7/2rk1prp/2p5/3p3B/4p2q/2P5/PP3RP1/R5K1 b - - 2 28,c7c8,True,False,False,,,,,
,,r1b1kb2/pppp1p1p/4p2n/4n1Nr/4N3/2P5/PP1P1P1P/R1B1KBR1 w Qq - 2 11,e4f6,True,False,False,,,,,
,,4r3/6p1/8/8/2P3n1/3Pk3/2Q3P1/3K4 b - - 0 52,g4f2,True,False,False,,,,,
,,2r2rk1/5p1p/p1q2P1Q/2b1np1P/1p1pN3/6P1/PPP3K1/4R3 w - - 0 32,h6g7,True,False,False,,,,,
,,1R6/p4pkp/6p1/4R3/3r4/8/P4PPP/6K1 b - - 0 27,d4d1,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'rookEndgame', 'short']",541.159912109375,,d4d1 e5e1 d1e1,True
,,r2k4/1b2n3/p1nB2Np/1p6/6B1/2N5/PPq3PP/4RR1K b - - 0 23,c2g6,True,False,False,,,,,
,,4r1k1/1pp2ppp/p1p5/8/8/2N3bP/PPP2PP1/4R1K1 b - - 0 18,e8e1,True,True,False,"['endgame', 'mateIn1', 'mate', 'hangingPiece', 'oneMove']",716.2523193359375,,e8e1,True
,,8/4K3/8/p5k1/P5p1/4bpQ1/8/8 b - - 0 57,f3f2,True,False,True,,,,,
,,r7/p1pk1p2/1p1p1Bp1/3PP2r/5Kb1/8/PP6/4R3 w - - 0 32,e5e6,True,False,True,,,,,
,,rn2k2r/2pbnppp/1p1p1q2/1p2p3/1P2P3/2PP2Q1/P3BPPP/RNB2RK1 w kq - 3 11,c1g5,True,False,False,,,,,
,,r1bq1rk1/ppp1p3/3pN1pp/3P1n2/2PQ4/6N1/PP3PPP/R3K2R b KQ - 1 15,c8e6,True,False,False,,,,,
,,1r2b1k1/1P4bp/p1P3p1/3p4/8/7P/5PP1/3R2K1 w - - 0 32,c6c7,True,True,False,"['endgame', 'advantage', 'advancedPawn', 'pin', 'promotion', 'short']",1138.573486328125,,c6c7 b8b7 c7c8q,True
,,r1b2k1r/1p3ppp/p1R1p3/1B1pPn2/qb3P2/5N2/P4BPP/1R4K1 w - - 0 21,c6c8,True,False,False,,,,,
,,2b2k1r/p2p1p2/2p1p1p1/2p1P2r/2P1NP1q/2NP4/PP3RQ1/R1B3K1 b - - 2 22,h4h1,True,False,True,,,,,
,,3R4/6k1/6p1/6Pp/3pnP2/4pK2/8/8 b - - 3 53,e4d2,True,False,False,,,,,
,,2N3k1/pR3p1p/n1pBr1p1/2n2p2/2P5/P4P2/5P1P/6K1 w - - 1 30,d6c5,True,False,False,,,,,
,,r3kN2/p4pQ1/1p1bp3/2pp4/3n3q/1P1B4/PBPP1P1P/R4RK1 b q - 2 20,c5c4,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",1140.5023193359375,,h4h2,False
,,4kb1Q/p1R2p2/3B2p1/3P4/6p1/7P/P4P1K/1r2q3 w - - 3 33,h8f8,True,False,False,,,,,
,,3r1r2/4Nppk/p7/8/2p5/3R4/PPP2P1P/6K1 w - - 0 25,d3h3,True,True,False,"['endgame', 'mateIn1', 'mate', 'anastasiaMate', 'oneMove']",779.8350830078125,,d3h3,True
,,rnb2rk1/ppppqppp/5n2/1Bb1N3/4P3/2Q5/PPPP1PPP/RNB2RK1 b - - 4 7,c5d4,True,False,False,,,,,
,,7k/5p2/p4Pp1/7p/3R4/n1r2P2/2p3KP/4R3 w - - 0 42,d4d8,True,False,False,,,,,
,,8/1p3Q1p/p2pB1pb/3P4/3p4/3P2k1/PP1q3r/5RK1 w - - 0 28,f7f3,True,False,False,,,,,
,,5k2/pp2pp1p/6p1/5P2/2r5/2P3P1/P1P4P/2KR4 w - - 1 22,d1d8,True,False,False,,,,,
,,1k2r3/qpp2ppp/2p5/8/5B2/7P/PPP2P2/3RR1K1 w - - 0 20,e1e8,True,True,False,"['endgame', 'mateIn1', 'mate', 'hangingPiece', 'oneMove']",649.666015625,,e1e8,True
,,5rk1/6b1/3n3p/1p1PpPpR/1P2q3/3QN3/3BK1P1/8 w - - 0 37,d3e4,True,False,False,,,,,
,,7r/p5k1/5pp1/2p1q3/5QR1/2N1P2r/PPP2PP1/6K1 b - - 0 32,h3h1,True,False,False,,,,,
,,b1r3k1/p4pp1/Pp1q4/3p1N1p/1P2p1n1/2P1P3/4BPPP/2RQ1RK1 b - - 1 21,d6h2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",735.0851440429688,,d6h2,True
,,2kr3r/p5p1/1p4Q1/2p3p1/2PbR3/5P2/P5Pq/4RK2 w - - 0 29,g6c6,True,False,False,,,,,
,,8/kpQ4p/2p5/P3p1P1/3bP3/2q4P/5PB1/6K1 b - - 1 33,c3e1,True,False,False,,,,,
,,r1b2rk1/4ppbp/pqpp1np1/4n1B1/3QPP2/2N2N2/PPP1B1PP/R4RK1 w - - 5 13,d4b6,True,False,False,,,,,
,,5r2/ppp3k1/5q1p/4P1p1/P2r1Rp1/1P4Q1/2P3PP/R5K1 b - - 0 22,f6f4,True,False,False,,,,,
,,5r1k/1p4pp/p1p5/3nN3/1P5q/PQ6/1B4PP/2R3K1 b - - 0 21,h4f2,True,False,False,,,,,
,,r1b1k1nr/p1q3bp/6p1/1p1pn3/5B2/2PB4/PP3PPP/RN1QK2R w KQkq - 0 13,f4e5,True,False,False,,,,,
,,1r2q1k1/pp4pp/2p3rB/5p1n/8/2PQ1P2/PP5P/3R2RK w - - 4 24,d3c4,True,False,True,,,,,
,,3r4/1p3kpQ/p1bBpp2/P1P5/8/6P1/2r3P1/5R1K b - - 0 34,c2g2,True,False,False,,,,,
,,5rk1/pppnqp1p/6pR/2P1r3/8/1PQ5/P1PB2PP/5RK1 b - - 2 25,g7h6,True,False,False,,,,,
,,8/8/8/2p1k2p/1pP5/1P3K1P/8/8 w - - 1 45,f3g3,True,False,False,,,,,
,,1r2r1k1/4bpp1/7p/2pPp3/2B1P2P/1p1Q4/2q2PP1/1R3RK1 w - - 2 27,d3c2,True,False,False,,,,,
,,4q2k/6pp/3B4/pp3Q2/2b5/2P4P/PP4P1/6K1 b - - 0 30,e8e1,True,False,False,,,,,
,,8/1R4P1/8/1pp5/8/1k1n1K2/8/q7 w - - 0 48,b7b5,True,False,False,,,,,
,,3r4/R7/1p4kp/1b2B1p1/8/2P1PKP1/Pr5R/8 b - - 0 38,d8f8,True,False,False,,,,,
,,2r2rk1/1b3pbp/pq2p1p1/1p2P2P/1n3P2/1NNB4/1PPQ2P1/1K2R2R b - - 2 21,c8c3,True,False,True,,,,,
,,r1b2k2/1pq3p1/p1n1pn1p/7Q/P1B5/4p1bP/2PP2P1/R3NRK1 w - - 0 19,h5c5,True,False,False,,,,,
,,6k1/3r2p1/2N4p/p4p2/6P1/2b1P3/6P1/1R4K1 w - - 0 36,b1b8,True,False,False,,,,,
,,7k/1r5p/p1p2P2/4p3/3r4/2Q4R/PPP1K2R/2q5 w - - 1 31,h3h7,True,False,False,,,,,
,,r4rk1/pppnB1pp/2b5/3q4/8/2PB4/PP3PPP/R2QR1K1 b - - 0 16,d5g2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",813.6106567382812,,d5g2,True
,,1r1R4/4kppp/5n2/1q2p3/8/P4QN1/1B3PPP/1R2n1K1 b - - 0 28,e1f3,True,False,False,,,,,
,,r7/7p/pp2R2R/1kp5/5P1P/2Pn1KP1/1r6/8 w - - 2 34,c3c4,True,False,False,,,,,
,,8/8/7R/6p1/5p2/3K2k1/5b2/8 b - - 1 55,f4f3,True,False,False,,,,,
,,3r1rk1/6bp/p5p1/4p2P/q2pQ3/p7/1PP1B1P1/1K1R1R2 w - - 0 24,e2c4,True,False,False,,,,,
,,2rr2k1/pp3bpp/5p2/5P2/3RP1PP/P7/1P2B3/1K1R4 b - - 0 25,d8d4,True,False,False,,,,,
,,5rk1/pR2Qppp/8/2p5/8/3r1P1P/5qP1/4R2K w - - 0 24,e7f8,True,True,False,"['endgame', 'mateIn3', 'mate', 'attraction', 'sacrifice', 'long']",1397.60595703125,,e7f8 g8f8 b7b8 d3d8 b8d8,True
,,4k3/7R/2p2KP1/4P3/1BpP4/2Pb4/6P1/6r1 b - - 0 59,d3h7,True,False,False,,,,,
,,3rk3/ppp2p2/4b1p1/q3P3/7Q/8/3r1RPP/2R1N1K1 w - - 1 24,f2d2,True,False,True,,,,,
,,r2q1rk1/1bpp1p2/p2b3Q/1p1N4/4n3/1B3n2/PP3PPP/R4RK1 w - - 0 16,g2f3,True,False,False,,,,,
,,8/6pk/7p/2P1R2P/1P1n2P1/4nP2/5K2/8 b - - 0 56,e3g4,True,False,False,,,,,
,,r2q1rk1/ppp2ppp/3p1b2/3Np3/3nP1b1/3P1N2/PPP1BPPP/R2QR1K1 w - - 2 11,f3d4,True,False,False,,,,,
,,4r2k/6pp/2b5/8/2Np1n2/3P4/3R1PPP/5BK1 b - - 6 32,c6g2,True,False,False,,,,,
,,r4rk1/p4p2/1p6/2p1B1pp/3q4/1B6/P1Q2PKP/2R5 w - - 0 24,c1b1,True,False,False,,,,,
,,4r1k1/6q1/6pp/Q2R1p2/5r2/8/5PKP/3R4 w - - 0 43,d5d8,True,False,True,,,,,
,,3r4/p1r3kp/2P2pb1/5p2/4pN2/6P1/4BP1P/2R2K2 w - - 4 34,f4e6,True,False,False,,,,,
,,r1b1k2r/pppp1ppp/5q2/3PnN2/1b2n3/2N2P2/PP4PP/R1BQKB1R b KQkq - 0 10,e4c3,True,False,False,,,,,
,,r2qkb1r/1p2pppp/p1n2n2/3B4/Q2P4/2N5/PP1K1PPP/R1B3NR b kq - 4 9,f6d5,True,False,False,,,,,
,,1k1r2r1/ppp2p2/2np4/4p2Q/4P1B1/3PB3/P1q1NKP1/7R w - - 4 20,h5f7,True,False,True,,,,,
,,6k1/pb6/3rp2p/3qP2Q/2p5/6Br/P2N4/2R3K1 w - - 0 36,h5g4,True,False,False,,,,,
,,8/7p/p1R1N3/3qpp1k/1b6/7P/5PP1/6K1 w - - 0 41,e6g7,True,False,True,,,,,
,,3r2k1/p5pp/1pp2p2/4pP1Q/2P1P3/bP1r2P1/2q3PK/3R4 w - - 0 29,d1d3,True,False,False,,,,,
,,r3kbnr/p1Bbq1pp/2n1Pp2/8/1p1P4/5Q2/1PP3PP/R3KBNR w KQkq - 0 15,f3h5,True,False,False,,,,,
,,5r2/3Rn1pk/3R3p/1p2p2Q/1B2qrP1/P4p1P/5P2/6K1 b - - 0 35,f4h4,True,False,False,,,,,
,,8/8/2P4p/4b1p1/2Rk1pP1/7P/8/4K3 b - - 2 49,d4c4,True,False,False,,,,,
,,2B3k1/5p1p/p5p1/R7/8/2R3P1/4rnKP/8 b - - 0 33,f2e4,True,False,False,,,,,
,,4RR2/kn5r/1pK5/3Q4/8/3P2p1/1PP2b2/7q w - - 0 43,d5e5,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",1186.0086669921875,,e8a8,False
,,r1b2r2/1p2n3/p1n1p2k/2b1P1NP/5pQ1/P2q4/1P3PP1/R1B2RK1 w - - 0 21,g5e6,True,False,False,,,,,
,,8/5pkp/6p1/1p1N2P1/8/5n1P/1P2RP2/r6K b - - 6 38,a1g1,False,False,,,,,,
,,1R4r1/4k1P1/8/4p3/8/4K1P1/r7/8 w - - 4 46,b8g8,True,False,False,,,,,
,,4rrk1/ppp2q2/3p2pp/4n3/2P1QP2/1N2P2P/PP4P1/3R1RK1 b - - 0 21,e5c4,True,False,False,,,,,
,,1Q4k1/rP1n1pp1/4p2p/p1P5/1P3P2/P7/4q1PP/3R1R1K b - - 0 28,d7b8,True,False,False,,,,,
,,4r1k1/1p3ppp/p3qn2/3p2r1/3P4/3B1P2/PP4PP/1QR2RK1 b - - 2 26,e6e3,True,False,False,,,,,
,,6k1/3n1p1p/p5p1/1ppq4/5P2/1PPrN1P1/P1Q2K1P/4R3 b - - 11 33,d5f3,True,False,False,,,,,
,,4r1k1/2p2pPp/2p5/2P4N/qpb3Q1/2p2P2/6PP/3R2K1 w - - 0 29,h5f6,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",1023.3408813476562,,h5f6,True
,,8/4r1k1/2p1rp2/2Pp2q1/P2P2pN/3QP1P1/5PK1/1R6 b - - 6 41,e6e4,True,False,True,,,,,
,,rq2k3/1b5p/p2bp1rk/1p3Q2/3P4/2N4P/PP3PP1/R3R1K1 w q - 6 21,e1e6,False,False,,,,,,
,,k3r1r1/p4p2/1pp5/3bn2p/2P4P/BP2P1P1/P4P2/4RBK1 b - - 0 32,e5f3,True,False,False,,,,,
,,r2r2k1/ppp2p1p/5Qp1/6B1/3bP3/8/P3BPP1/q4RK1 w - - 6 22,f6d8,True,False,False,,,,,
,,8/1pp5/p2p4/P2P2p1/1P3k2/2P4P/5K2/8 b - - 0 42,f4e4,True,False,False,,,,,
,,r3k2r/pp5p/2p5/2b1p1p1/2B3P1/2P5/PP1B1qP1/RN1Q3K b kq - 0 21,f2h4,True,False,False,,,,,
,,4r1kb/p4p1p/2Q3pB/2pn4/5P2/3P2P1/1qP4P/2r2RK1 w - - 0 25,c6e8,True,True,False,"['middlegame', 'mateIn1', 'mate', 'hangingPiece', 'kingsideAttack', 'oneMove']",883.8635864257812,,c6e8,True
,,r1bq1bn1/pppk3r/2n3Qp/4P3/8/8/PPP2PPP/RNB1K1NR w KQ - 3 9,g6f5,True,False,False,,,,,
,,r1b3k1/ppp2pp1/1n3q1p/4r3/2P1B3/8/PPQ2PPP/3RR1K1 w - - 0 21,e4h7,True,False,True,,,,,
,,r1bq1rk1/pp4p1/2n1p3/2bpN1PQ/3n1P1P/2N5/PPP5/R1B1K2R w KQ - 2 16,g5g6,True,False,False,,,,,
,,6k1/B4p2/7p/4b1p1/4p1P1/4NbKP/1r6/2R5 w - - 0 39,g3e5,True,False,False,,,,,
,,6B1/2k5/3n1rpb/8/3P4/P2KP1R1/1P6/8 w - - 13 52,g3h3,True,False,False,,,,,
,,3r4/p1p4p/6k1/4Pp2/8/8/PP3PPP/R1B3K1 b - - 0 25,d8d1,True,True,False,"['endgame', 'mateIn1', 'mate', 'backRankMate', 'oneMove']",578.81298828125,,d8d1,True
,,8/6pk/7p/7P/4Pp2/2pqpP2/2Q1R1P1/5K2 b - - 1 39,d3c2,True,False,True,,,,,
,,3R4/p1r2p1k/5npp/3Np3/1P6/P5Pb/1B2PP1P/4K3 b - - 9 29,c7c2,True,False,False,,,,,
,,8/6p1/2k3p1/1p1p2P1/p4P2/2K5/P6P/8 w - - 0 37,c3d4,True,False,False,,,,,
,,r5r1/Q2R1pkp/5qp1/5p2/p1B2P2/2Pn4/2N4P/6K1 w - - 2 36,d7f7,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",1147.57861328125,,d7f7 f6f7 a7f7,True
,,6k1/1R3ppp/2r1p3/3pn3/n2P2P1/B3P2P/5P2/6K1 w - - 0 27,b7b8,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",659.791015625,,b7b8 c6c8 b8c8,True
,,5qrr/p3n2k/2p1pp2/7p/3PP1PQ/4B3/1PP4P/1R3RK1 b - - 0 24,g8g4,True,False,False,,,,,
,,r2r2k1/6pp/5p2/2pN1P2/2PpP3/7P/2P3P1/2R3K1 w - - 1 33,d5e7,True,False,False,,,,,
,,r3k2r/1p2nppp/p2bQn2/4p3/3pPP2/1NN5/PPP2BPP/1K1R1B1R b kq - 0 14,d4c3,True,False,False,,,,,
,,r1b1r1k1/p1q1bppp/2p1n3/8/2B4Q/8/PPP3PP/R1B2R1K w - - 2 19,h4h5,True,False,True,,,,,
,,4k2r/p4ppp/1p3n1q/2b1B2b/8/7P/PP4Q1/R4KR1 w k - 6 25,g2g7,True,False,False,,,,,
,,4r1k1/p4ppp/8/3q4/Q4nb1/5PP1/PP2rKBP/R4R2 w - - 4 22,a4e8,True,False,False,,,,,
,,r1q2rk1/1p2b1p1/p1np3p/4p2P/4P3/2P4n/PPB4K/R1BQRNN1 b - - 1 17,h3f2,True,False,False,,,,,
,,r5k1/ppp2Rpp/4r3/4P3/3P4/P1PQ3P/1q4P1/R5K1 b - - 0 22,g8f7,True,False,False,,,,,
,,3r1r2/1p3p1k/pnqR2pp/5n2/4NP2/P2Q4/BP4PP/3R3K b - - 0 23,d8d6,True,False,False,,,,,
,,4r2k/2Q3pp/3P4/p3P1q1/1p2b1P1/4P2P/PP6/K4R2 w - - 3 30,e5e6,True,False,False,,,,,
,,8/Q7/6pk/p2P3p/8/6PP/5PK1/1q6 b - - 0 46,b1e4,True,False,False,,,,,
,,8/5p1p/B2r2p1/1p3k2/1NpB4/2P4P/P1b3P1/6K1 b - - 0 31,c2e4,True,False,False,,,,,
,,2b1rnk1/p1b2rpp/3qN3/3Q1P2/8/7R/PPPB2P1/4R2K w - - 2 24,e6c7,True,False,False,,,,,
,,5r2/p2b1k2/1p4p1/3p1p2/8/3B1q2/PPP2N2/1R2RK2 w - - 6 32,d3b5,True,False,False,,,,,
,,4rk2/1p1R1ppQ/pb1r1q1p/8/4p3/2P4P/PP4P1/7K w - - 0 31,h7h8,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",904.8563232421875,,h7h8,True
,,6k1/8/p5np/1p1p2p1/1P1B2p1/5P2/2r4P/4R1K1 w - - 0 32,e1e8,True,False,False,,,,,
,,1r1q1rn1/8/5n2/2pP2pk/pp2p2b/4BQ2/PPP2PP1/2KR3R w - - 1 30,h1h4,False,False,,,,,,
,,6k1/5R1p/P5p1/8/1K6/5p1r/8/8 w - - 1 49,a6a7,True,False,False,,,,,
,,7r/5p1p/p1b1kp2/1p2pNP1/4pP2/P7/1PP4P/2KR4 w - - 2 27,f5g7,True,False,False,,,,,
,,3R4/k1p4p/8/N1n5/2P5/P6P/1P3q2/K7 w - - 0 40,a5c6,True,False,False,,,,,
,,8/pp3pkp/3r4/2Nn1q2/7n/2P1P3/PP2QPPP/R4BK1 b - - 2 19,d5e3,True,False,False,,,,,
,,4r1k1/5qpp/p7/1pQB1PP1/8/P7/KPP1p3/4r3 w - - 0 36,d5f7,True,False,False,,,,,
,,rq4r1/p1p5/2k1Q2P/3nP3/8/8/PP3PP1/2KR3R b - - 0 32,c6b7,True,False,False,,,,,
,,5r2/6k1/1p3qp1/pNpPr2p/2P1n1Q1/PP6/8/1K4RR w - - 0 36,g4d7,True,False,False,,,,,
,,r2q1rk1/ppp2pp1/7B/7Q/3n2b1/1P1B4/P4PPP/R5K1 w - - 0 18,d3h7,True,False,False,,,,,
,,7r/pp1bkp2/8/3p4/2pP4/2P1p3/PP6/2KR2rR w - - 0 24,h1h8,True,False,False,,,,,
,,r1b2r1k/1pp2ppp/p6B/3nP3/7P/4P3/PPP2K2/RN4R1 w - - 3 17,h6g7,True,False,False,,,,,
,,r2qr1k1/pp2bppp/8/5b2/2BPn2P/P7/1PN1QPP1/R1B1K2R b KQ - 0 16,e7b4,True,False,False,,,,,
,,1k6/ppb3p1/2pq4/3BN2p/3P4/1Q4K1/PP3r2/R4R2 b - - 1 27,f2f4,True,False,False,,,,,
,,r1bq1rk1/1p1nbppp/p7/1P1n4/P1NQ4/4P3/1B2BPPP/R3K2R w KQ - 0 15,d4g7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",834.3582763671875,,d4g7,True
,,r1b2rk1/1p1p1pp1/p1n4p/4pq2/4N3/8/PPP1PPPP/R2QKB1R w KQ - 0 14,e4d6,True,False,False,,,,,
,,4r3/pp4Bp/2b5/7k/5R2/6R1/P1p1r1P1/2K5 w - - 3 36,g3h3,True,False,False,,,,,
,,8/1p2k2Q/pq2p1pP/3p1p2/8/P7/2P3P1/7K w - - 1 34,h7g8,False,False,,,,,,
,,1rb5/3k2bp/p1p4q/3pP1p1/Q1PB2n1/6P1/PP1N2BP/R4R1K b - - 2 21,h6h2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",1126.2078857421875,,h6h2,True
,,2r2r2/p6k/1p1p4/5pPp/7P/1P4PK/PQ2Pq2/1R1R4 b - - 1 26,c8c2,True,False,False,,,,,
,,3r1rk1/2Q2p1p/6p1/2P5/4n3/1P3R2/P4PPP/R5K1 b - - 0 34,d8d3,True,False,True,,,,,
,,r1b1k1r1/pp3p1p/3b3p/4pN2/2qnP3/P1N3PP/1P3P2/R2QKB1R b KQq - 1 15,c8f5,True,False,False,,,,,
,,r3r2k/pb2q1pB/1p1R1p1p/4n3/2PN4/4B3/PPQ2PPP/R5K1 b - - 0 18,e7d6,True,False,False,,,,,
,,r4rk1/pp3ppp/3p4/2P5/2P2Nqn/2BPP3/P1Q2PPP/4RRK1 b - - 6 19,g4g2,True,False,False,,,,,
,,8/8/4k1p1/1p1r1p2/8/1B2K3/5PP1/8 w - - 0 36,b3d5,True,False,False,,,,,
,,8/8/1pK5/3p3p/P5kP/2P5/8/8 b - - 5 51,g4h4,True,False,False,,,,,
,,8/p2k1pR1/1p2q3/4P1Q1/1PPBK1P1/7r/P7/3r4 w - - 1 37,g7f7,True,False,False,,,,,
,,6rk/1p4p1/p7/3b4/2Q4K/4q3/P3P3/5R2 w - - 0 36,f1h1,True,False,False,,,,,
,,6k1/rp1b2bp/1q1P2p1/4P3/pN3Q1P/P1r2B2/6P1/3R1b1K w - - 0 29,f3d5,True,False,True,,,,,
,,5k2/3P2pp/3r1p2/1p6/8/8/2K4P/4R3 w - - 1 35,e1e8,True,False,False,,,,,
